"","state","zip_code","kw_potential_for_median_house","yearly_solar_kwh_produced","estimated_avg_carbon_offset","estimated_percent_of_houses_qualified","num_customers","average_installation_cost","avg_house_price","average_monthly_consumption","price_per_kwh","impact","economical","savings","naive_model"
"3392","Wisconsin",54601,7.25,7974.385193,127237.6468,78.8374410478653,11532,13009,329000,690,0.15,0.00785103759091036,0.335786606789413,-0.0173662947196852,0.114392973313919
"3393","Ohio",45249,9,10117.89324,81984.32683,82.5832749608903,3613,10656,228000,879,0.13,0.0154141419213838,0.331764670556807,-0.0211817158052284,0.114296818335147
"3394","Connecticut",6118,7.25,8295.105176,47407.50324,77.5654907460679,6855,11500,424900,713,0.22,0.00500172328314457,0.342655860704682,-0.0217435103741198,0.114267709881059
"3395","Illinois",60162,7.25,8288.884467,66088.24487,85.3851915901873,2199,12388,266800,728,0.13,0.0197453580333225,0.328092626564733,-0.0220193566641668,0.114234245970986
"3396","New York",13319,6.5,6902.831012,1698.315533,82.3249761596832,314,11766,649000,599,0.19,0.00368557880185161,0.3425669474756,-0.0205256732690366,0.114202069052567
"3397","Illinois",62723,6,7295.366553,782.5745744,100,4,12388,266800,728,0.13,0.10975247524991,0.286743482840235,-0.0709477066899867,0.114139450103559
"3398","Massachusetts",1880,6.25,6888.326538,40733.78745,72.0733655864103,5725,12166,595700,596,0.23,0.00553800164679719,0.342753185104741,-0.0229739553968643,0.114058452890884
"3399","New York",10550,6,6863.106171,50937.9382,81.3421303421297,4325,11766,649000,599,0.19,0.00812247324222255,0.340557588446521,-0.0233849572071288,0.114050695057406
"3400","Connecticut",6708,7.25,8288.463928,50765.52698,80.4944593933209,6864,11500,424900,713,0.22,0.00515435370091219,0.342373644227895,-0.022297005620101,0.114028216889794
"3401","Arkansas",72103,10.5,12713.61643,48389.87758,89.4201712281082,3135,10888,246000,1098,0.11,0.00968344883938757,0.334731492186704,-0.0192679981093023,0.113998748596435
"3402","Connecticut",6042,7.5,8244.869678,77304.67789,75.6935041804784,5469,11500,424900,713,0.22,0.010475815035108,0.340521128609867,-0.0259302399349641,0.113970616180121
"3403","Connecticut",6460,7,8276.209277,107454.1699,80.8748455838625,11561,11500,424900,713,0.22,0.0064470789591407,0.341852889028047,-0.0233183333991056,0.113940790362425
"3404","Indiana",46545,10.25,10849.74739,198166.471,80.3618737161885,7252,11322,242500,946,0.13,0.0190752793655275,0.330521504502595,-0.024734724112344,0.113898866605972
"3405","Kentucky",40504,11,12518.34263,117619.6385,89.1215534653794,6543,9641,246700,1084,0.12,0.0113153698382167,0.335687855297132,-0.0222594822091482,0.113857383913904
"3406","Texas",75569,10.25,12558.85231,20884.83188,74.2295173645581,1092,10967,336400,1094,0.12,0.0144537417156639,0.335967031174157,-0.0258730566639541,0.113788655608083
